N,Area,Deviation
58100,0.947091222030981,-0.00272524012262006
58600,0.944846416382253,-0.000348570134777751
59100,0.942791878172589,0.00182665572700177
59600,0.936543624161074,0.00844194458017891
60100,0.943128119800333,0.00147066259869916
60600,0.932970297029703,0.0122251760392952
61100,0.948019639934534,-0.00370819513647546
61600,0.930681818181818,0.0146480846766913
62100,0.946666666666667,-0.00227574553358291
62600,0.941693290734824,0.00298977637124742
63100,0.951204437400951,-0.00708007392699681
63600,0.942169811320755,0.00248526402034022
64100,0.950686427457098,-0.00653163505093842
64600,0.947089783281734,-0.00272371685838647
65100,0.954193548387097,-0.0102447712250131
65600,0.946920731707317,-0.00254473485896872
66100,0.957866868381241,-0.0141338693261193
66600,0.937162162162162,0.00778707242928277
67100,0.946140089418778,-0.00171823609304554
67600,0.941538461538462,0.00315370054189693
68100,0.948898678414097,-0.0046388700809724
68600,0.950903790087464,-0.00676176599361492
69100,0.940767004341534,0.00397047466569739
69600,0.938275862068966,0.00660795157957293
70100,0.925549215406562,0.0200821867257379
70600,0.939135977337111,0.00569731143349034
71100,0.943924050632911,0.000627977209316106
71600,0.949022346368715,-0.00476980253669091
72100,0.951178918169209,-0.00705305564493439
72600,0.927644628099174,0.017863685332758
73100,0.951463748290014,-0.00735461725234233
73600,0.939008152173913,0.00583264530047096
74100,0.936315789473684,0.00868316272929354
74600,0.945603217158177,-0.00114982689031655
75100,0.938229027962716,0.00665753681417569
75600,0.930714285714286,0.0146137099369277
76100,0.948607095926413,-0.00433015945925229
76600,0.957689295039164,-0.0139458649734965
77100,0.958949416342412,-0.0152800083030835
77600,0.953234536082474,-0.00922942463424742
78100,0.934340588988476,0.0107743904112197
78600,0.956221374045802,-0.0123917153875734
79100,0.943919089759798,0.000633229493962373
79600,0.954610552763819,-0.0106862712664604
80100,0.943258426966292,0.00133270093118824
80600,0.948573200992556,-0.00429427346970889
81100,0.962478421701603,-0.0190163144411552
81600,0.941801470588235,0.00287524181854056
82100,0.950755176613886,-0.00660442266964305
82600,0.94456416464891,-4.97383744289156e-05
83100,0.940613718411552,0.00413276491543559
83600,0.94133971291866,0.00336412405008543
84100,0.94013079667063,0.00464405443788335
84600,0.928191489361702,0.0172847003543028
85100,0.943360752056404,0.00122436506219645
85600,0.943738317757009,0.000824620402976149
86100,0.963867595818815,-0.0204870914031324
86600,0.949364896073903,-0.00513247429142629
87100,0.949081515499426,-0.00483244737957386
87600,0.951267123287671,-0.00714644210711704
88100,0.944233825198638,0.000300005870783432
88600,0.947031602708804,-0.00266211864313032
89100,0.953737373737374,-0.00976179997098701
89600,0.93796875,0.00693310402100049
90100,0.953740288568258,-0.00976488602482202
90600,0.931192052980132,0.0141078776736516
91100,0.943073545554336,0.0015284426442204
91600,0.944410480349345,0.000112973645913173
92100,0.962638436482085,-0.0191857288074268
92600,0.949373650107991,-0.00514174255485133
93100,0.941471535982814,0.00322455743751141
93600,0.936923076923077,0.00804020200982877
94100,0.959298618490967,-0.0156497232789122
94600,0.938150105708245,0.00674109511851294
95100,0.957634069400631,-0.0138873952713481
95600,0.952154811715481,-0.00808627511498826
96100,0.93792924037461,0.00697493452020163
96600,0.920683229813665,0.0252340099699742
97100,0.970720906282183,-0.0277429789250112
97600,0.951823770491803,-0.00773578787280786
98100,0.949816513761468,-0.00561062089829283
98600,0.933590263691684,0.0115687913051306
99100,0.96021190716448,-0.0166166603417286
99600,0.944819277108434,-0.000319836646151003
