N,Area,Deviation
100,0.72,0.237705771002627
600,0.975,-0.0322734351006091
1100,0.826363636363636,0.125094123537106
1600,1.029375,-0.0898425305196815
2100,0.968571428571429,-0.0254672366274183
2600,0.941538461538462,0.00315370054189693
3100,0.958064516129032,-0.0143431272948913
3600,0.8825,0.0656601984858589
4100,0.924146341463415,0.0215674682686158
4600,1.04478260869565,-0.106155212729884
5100,0.882352941176471,0.0658158958365528
5600,0.9675,-0.0243328702152199
6100,1.00770491803279,-0.0668995049287002
6600,0.962727272727273,-0.0192797834699722
7100,0.938028169014084,0.00687019461609868
7600,0.931973684210526,0.0132803318734663
8100,0.873333333333333,0.0753653333457792
8600,0.929302325581395,0.0161086114103675
9100,0.898021978021978,0.0492264286681118
9600,0.9084375,0.0381990782572209
10100,0.908910891089109,0.0376978792359896
10600,0.980660377358491,-0.0382663142593935
11100,0.968918918918919,-0.0258351392475908
11600,0.940344827586207,0.00441745092153454
12100,0.955785123966942,-0.0119298391132482
12600,0.915,0.0312510839825052
13100,0.935725190839695,0.00930845429921574
13600,0.965514705882353,-0.0222309559808521
14100,0.96063829787234,-0.0170680980860339
14600,0.977671232876712,-0.0351015814981451
15100,0.913112582781457,0.0332493718344576
15600,0.974423076923077,-0.0316626224171177
16100,0.934658385093168,0.0104379263326029
16600,0.982409638554217,-0.0401183305295479
17100,0.950526315789474,-0.0063621181061809
17600,0.965454545454545,-0.0221672616101137
18100,0.936795580110497,0.00817518823822473
18600,0.951774193548387,-0.00768329868133908
19100,0.962198952879581,-0.0187204290658609
19600,0.938112244897959,0.0067811799479382
20100,1.00432835820896,-0.0633245992792957
20600,0.958106796116505,-0.014387890892742
21100,0.934976303317536,0.0101013329607574
21600,0.959166666666667,-0.015510020342565
22100,0.919140271493213,0.0268676047245076
22600,0.931061946902655,0.0142456264403441
23100,0.962337662337662,-0.0188672865928091
23600,0.941949152542373,0.00271888473330978
24100,0.960124481327801,-0.0165240989378868
24600,0.937317073170732,0.00762306164061506
25100,0.945896414342629,-0.00146024705929772
25600,0.9404296875,0.00432760616798214
26100,0.933103448275862,0.0120842032246689
26600,0.95109022556391,-0.00695915305996958
27100,0.913616236162362,0.0327161328543483
27600,0.930652173913043,0.0146794703086493
28100,0.941957295373665,0.00271026357594585
28600,0.950664335664336,-0.00650824554242285
29100,0.94298969072165,0.001617223276207
29600,0.945912162162162,-0.00147691993700467
30100,0.942458471760797,0.00217964709313977
30600,0.935294117647059,0.00976484958674594
31100,0.93588424437299,0.00914005764569775
31600,0.926487341772152,0.0190889529555166
32100,0.95803738317757,-0.0143144005000091
32600,0.930092024539877,0.0152725239677342
33100,0.935619335347432,0.00942052795318722
33600,0.951428571428571,-0.00731737403224277
34100,0.939853372434018,0.0049377751247636
34600,0.95514450867052,-0.0112515928028734
35100,0.961794871794872,-0.0182926114562485
35600,0.96876404494382,-0.0256711676678135
36100,0.93016620498615,0.0151939860148205
36600,0.944016393442623,0.000530209999687559
37100,0.946091644204852,-0.00166694511110319
37600,0.949787234042553,-0.00557962123057702
38100,0.933543307086614,0.0116185062343774
38600,0.960388601036269,-0.0168037335622342
39100,0.925549872122762,0.0200814914327249
39600,0.929772727272727,0.0156105773900717
40100,0.940174563591022,0.00459771656172217
40600,0.941674876847291,0.00300927192708118
41100,0.958467153284672,-0.0147694161561744
41600,0.958846153846154,-0.0151706799628475
42100,0.915391923990499,0.0308361375989457
42600,0.936338028169014,0.0086596176888624
43100,0.94030162412993,0.00446319223457943
43600,0.945,-0.000511175559051915
44100,0.932448979591837,0.0127771166981302
44600,0.933699551569507,0.0114530836404584
45100,0.961463414634146,-0.0179416838440528
45600,0.9825,-0.0402139999859985
46100,0.94412147505423,0.000418955685657402
46600,0.924914163090129,0.0207545432756387
47100,0.945095541401274,-0.000612329251859416
47600,0.939327731092437,0.0054942936819988
48100,0.962120582120582,-0.0186374546529344
48600,0.960740740740741,-0.0171765586518444
49100,0.957189409368635,-0.0134166150265482
49600,0.949899193548387,-0.0056981574599918
50100,0.93502994011976,0.0100445454263158
50600,0.948201581027668,-0.00390082381052245
51100,0.960058708414873,-0.0164544623935127
51600,0.948488372093023,-0.00420446155225632
52100,0.939731285988484,0.00506703317041541
52600,0.932338403041825,0.0128941887341527
53100,0.924576271186441,0.0211122836203697
53600,0.956417910447761,-0.0125997967278535
54100,0.934935304990758,0.0101447396106202
54600,0.951923076923077,-0.00784092776094973
55100,0.917967332123412,0.0281094448808449
55600,0.931564748201439,0.0137132895953504
56100,0.927754010695187,0.0177478773859609
56600,0.954063604240283,-0.0101071939011125
57100,0.93861646234676,0.00624734376546498
57600,0.93234375,0.0128885276850425
